Temperatura,Vibracion,Uso,RiskScore,Estado_Codigo,Estado_Nombre
67.41,6.08,61.93,0.6047,2,FALLA_PROBABLE
74.45,5.14,83.94,0.6619,2,FALLA_PROBABLE
57.7,5.43,92.22,0.6091,2,FALLA_PROBABLE
57.92,3.69,90.42,0.5447,2,FALLA_PROBABLE
82.73,9.35,79.78,0.8405,2,FALLA_PROBABLE
80.41,3.65,94.61,0.6664,2,FALLA_PROBABLE
83.17,3.51,99.1,0.6864,2,FALLA_PROBABLE
62.22,8.53,81.4,0.7131,2,FALLA_PROBABLE
57.45,7.37,93.76,0.6794,2,FALLA_PROBABLE
74.17,7.75,85.62,0.756,2,FALLA_PROBABLE
92.21,6.66,95.7,0.8333,2,FALLA_PROBABLE
92.47,5.16,63.23,0.7009,2,FALLA_PROBABLE
95.34,5.99,88.9,0.8085,2,FALLA_PROBABLE
59.32,6.34,78.66,0.6151,2,FALLA_PROBABLE
61.85,7.27,66.53,0.6298,2,FALLA_PROBABLE
55.09,9.22,78.75,0.695,2,FALLA_PROBABLE
80.07,3.21,89.62,0.6367,2,FALLA_PROBABLE
88.48,5.41,66.14,0.6972,2,FALLA_PROBABLE
99.95,3.08,84.92,0.7199,2,FALLA_PROBABLE
76.58,7.98,83.58,0.7712,2,FALLA_PROBABLE
86.6,7.91,67.07,0.7776,2,FALLA_PROBABLE
99.93,3.23,62.35,0.6687,2,FALLA_PROBABLE
58.76,3.45,91.46,0.5432,2,FALLA_PROBABLE
93.92,3.65,73.9,0.682,2,FALLA_PROBABLE
80.13,6.05,90.93,0.7396,2,FALLA_PROBABLE
85.88,7.28,85.35,0.7974,2,FALLA_PROBABLE
76.07,4.85,98.39,0.696,2,FALLA_PROBABLE
82.45,7.13,93.71,0.796,2,FALLA_PROBABLE
93.87,9.53,67.25,0.8709,2,FALLA_PROBABLE
71.33,7.19,61.52,0.6622,2,FALLA_PROBABLE
55.45,9.03,92.39,0.7242,2,FALLA_PROBABLE
65.46,4.84,84.91,0.6088,1,PREVENTIVO
61.03,4.01,96.77,0.5876,2,FALLA_PROBABLE
76.88,8.32,62.19,0.7311,2,FALLA_PROBABLE
69.73,5.14,87.16,0.6465,2,FALLA_PROBABLE
74.02,4.21,84.68,0.629,1,PREVENTIVO
88.46,8.19,70.56,0.8053,2,FALLA_PROBABLE
86.24,4.79,91.51,0.7277,2,FALLA_PROBABLE
59.11,6.66,60.17,0.579,2,FALLA_PROBABLE
60.43,7.54,73.55,0.6498,2,FALLA_PROBABLE
73.24,4.94,63.99,0.5989,1,PREVENTIVO
98.45,9.09,64.11,0.8707,2,FALLA_PROBABLE
83.02,8.34,74.5,0.7932,2,FALLA_PROBABLE
71.58,9.83,66.28,0.7678,2,FALLA_PROBABLE
97.08,6.29,60.56,0.7571,2,FALLA_PROBABLE
89.11,7.27,69.69,0.7742,2,FALLA_PROBABLE
75.83,9.28,92.63,0.8355,2,FALLA_PROBABLE
61.73,9.86,68.81,0.726,2,FALLA_PROBABLE
67.54,4.76,65.79,0.5687,1,PREVENTIVO
88.24,6.98,91.91,0.8154,2,FALLA_PROBABLE
76.71,7.03,77.3,0.723,2,FALLA_PROBABLE
97.44,4.16,60.26,0.6835,2,FALLA_PROBABLE
63.88,4.56,60.76,0.5308,1,PREVENTIVO
73.91,4.81,87.63,0.6571,2,FALLA_PROBABLE
89.71,8.04,61.77,0.7845,2,FALLA_PROBABLE
95.2,8.47,66.83,0.8396,2,FALLA_PROBABLE
95.15,3.29,94.32,0.7268,2,FALLA_PROBABLE
79.35,6.64,67.49,0.6977,2,FALLA_PROBABLE
88.06,6.65,89.94,0.7979,2,FALLA_PROBABLE
80.94,9.07,89.97,0.8471,2,FALLA_PROBABLE
56.05,5.99,90.11,0.6153,2,FALLA_PROBABLE
83.35,5.53,80.27,0.7109,2,FALLA_PROBABLE
75.84,4.52,60.78,0.5894,2,FALLA_PROBABLE
57.72,5.46,65.32,0.5432,2,FALLA_PROBABLE
85.44,5.93,90.23,0.7602,2,FALLA_PROBABLE
97.17,7.65,98.88,0.9008,2,FALLA_PROBABLE
99.71,5.61,60.8,0.747,2,FALLA_PROBABLE
58.8,4.39,65.43,0.5111,1,PREVENTIVO
97.35,8.23,99.53,0.9237,2,FALLA_PROBABLE
64.68,5.11,63.82,0.5616,2,FALLA_PROBABLE
95.7,5.0,97.73,0.7978,2,FALLA_PROBABLE
76.46,5.36,75.19,0.6579,2,FALLA_PROBABLE
86.41,6.57,87.03,0.7794,2,FALLA_PROBABLE
64.52,6.41,69.45,0.6207,2,FALLA_PROBABLE
74.78,7.13,81.49,0.7272,2,FALLA_PROBABLE
55.36,3.22,92.35,0.5203,2,FALLA_PROBABLE
98.7,5.33,80.24,0.7806,2,FALLA_PROBABLE
79.28,7.08,89.54,0.7682,2,FALLA_PROBABLE
58.39,4.23,66.0,0.505,1,PREVENTIVO
90.23,4.56,86.36,0.7267,2,FALLA_PROBABLE
82.53,8.61,73.2,0.7969,2,FALLA_PROBABLE
85.96,5.55,67.81,0.6934,2,FALLA_PROBABLE
84.03,8.54,75.56,0.8081,2,FALLA_PROBABLE
91.29,5.33,66.34,0.7087,2,FALLA_PROBABLE
69.75,5.68,97.57,0.6916,2,FALLA_PROBABLE
61.89,6.79,95.07,0.6849,2,FALLA_PROBABLE
64.25,4.96,76.31,0.5858,1,PREVENTIVO
66.54,4.88,99.3,0.6518,2,FALLA_PROBABLE
81.46,7.81,75.47,0.7694,2,FALLA_PROBABLE
64.44,3.4,63.01,0.4986,1,PREVENTIVO
85.5,9.6,61.77,0.8179,2,FALLA_PROBABLE
87.8,6.99,91.9,0.8135,2,FALLA_PROBABLE
64.11,7.19,73.59,0.6562,2,FALLA_PROBABLE
56.66,5.69,93.96,0.6174,2,FALLA_PROBABLE
63.99,8.04,84.65,0.7131,2,FALLA_PROBABLE
58.18,4.02,83.29,0.5398,1,PREVENTIVO
100.0,5.64,72.25,0.7781,2,FALLA_PROBABLE
63.35,6.55,88.04,0.666,2,FALLA_PROBABLE
90.77,3.74,62.29,0.6405,2,FALLA_PROBABLE
73.97,4.33,60.5,0.5728,1,PREVENTIVO
71.95,5.33,98.14,0.6917,2,FALLA_PROBABLE
89.0,9.39,72.64,0.8553,2,FALLA_PROBABLE
56.56,7.07,84.54,0.6415,2,FALLA_PROBABLE
58.3,4.5,66.72,0.5158,1,PREVENTIVO
78.79,7.3,87.0,0.767,2,FALLA_PROBABLE
92.03,7.74,97.73,0.8754,2,FALLA_PROBABLE
95.03,8.32,80.76,0.8682,2,FALLA_PROBABLE
72.26,3.22,62.74,0.5308,1,PREVENTIVO
94.8,3.03,63.98,0.6398,2,FALLA_PROBABLE
81.81,4.22,98.35,0.7027,2,FALLA_PROBABLE
86.68,3.18,91.2,0.6727,2,FALLA_PROBABLE
73.63,3.21,86.01,0.5954,2,FALLA_PROBABLE
99.17,7.64,71.45,0.8417,2,FALLA_PROBABLE
90.19,4.9,92.09,0.7528,2,FALLA_PROBABLE
76.96,8.46,93.62,0.8148,2,FALLA_PROBABLE
62.82,9.01,88.56,0.7509,2,FALLA_PROBABLE
77.25,6.47,76.67,0.7044,2,FALLA_PROBABLE
93.88,8.47,68.95,0.8382,2,FALLA_PROBABLE
97.42,8.01,63.04,0.8249,2,FALLA_PROBABLE
96.5,3.38,72.18,0.6814,2,FALLA_PROBABLE
78.06,5.08,69.63,0.6422,2,FALLA_PROBABLE
89.7,9.88,82.8,0.9014,2,FALLA_PROBABLE
76.97,9.71,75.03,0.8123,2,FALLA_PROBABLE
87.22,4.83,64.69,0.6669,2,FALLA_PROBABLE
60.47,8.31,61.32,0.6467,2,FALLA_PROBABLE
91.48,8.94,78.9,0.8675,2,FALLA_PROBABLE
75.82,7.19,88.54,0.752,2,FALLA_PROBABLE
86.16,4.6,64.92,0.6541,2,FALLA_PROBABLE
98.4,5.5,87.67,0.8036,2,FALLA_PROBABLE
68.91,3.05,62.29,0.5071,1,PREVENTIVO
85.87,3.75,62.89,0.6178,2,FALLA_PROBABLE
78.75,6.13,90.05,0.7336,2,FALLA_PROBABLE
68.88,7.92,94.75,0.7586,2,FALLA_PROBABLE
77.23,5.2,81.78,0.6727,2,FALLA_PROBABLE
59.14,3.56,72.7,0.5019,1,PREVENTIVO
91.54,3.17,68.75,0.6405,2,FALLA_PROBABLE
93.57,3.81,73.76,0.6857,2,FALLA_PROBABLE
93.95,4.17,75.85,0.7054,2,FALLA_PROBABLE
79.9,6.96,60.39,0.6942,2,FALLA_PROBABLE
70.49,3.68,61.7,0.5354,1,PREVENTIVO
98.81,8.78,78.39,0.8973,2,FALLA_PROBABLE
84.65,4.27,72.95,0.6549,2,FALLA_PROBABLE
65.15,9.07,66.8,0.7103,2,FALLA_PROBABLE
63.77,7.57,63.01,0.6412,2,FALLA_PROBABLE
84.81,9.68,67.07,0.8307,2,FALLA_PROBABLE
93.28,7.57,82.4,0.8373,2,FALLA_PROBABLE
93.13,8.83,72.47,0.8558,2,FALLA_PROBABLE
58.36,9.41,71.09,0.6989,2,FALLA_PROBABLE
82.73,3.58,88.18,0.6593,2,FALLA_PROBABLE
91.72,3.25,78.62,0.6689,2,FALLA_PROBABLE
61.43,6.44,61.45,0.586,2,FALLA_PROBABLE
88.43,5.55,87.84,0.7561,2,FALLA_PROBABLE
80.71,6.86,77.36,0.7371,2,FALLA_PROBABLE
92.91,4.43,87.41,0.7382,2,FALLA_PROBABLE
94.83,4.6,98.42,0.7812,2,FALLA_PROBABLE
71.31,3.78,76.09,0.5792,1,PREVENTIVO
63.44,3.92,98.97,0.602,2,FALLA_PROBABLE
56.61,8.9,83.05,0.7022,2,FALLA_PROBABLE
72.0,3.84,69.77,0.5687,1,PREVENTIVO
94.53,5.54,62.98,0.7241,2,FALLA_PROBABLE
87.82,5.37,68.28,0.6976,2,FALLA_PROBABLE
84.59,3.21,75.83,0.6247,2,FALLA_PROBABLE
64.14,9.05,97.37,0.781,2,FALLA_PROBABLE
92.57,8.79,65.99,0.8355,2,FALLA_PROBABLE
98.9,6.34,63.73,0.7759,2,FALLA_PROBABLE
92.91,5.37,85.27,0.7655,2,FALLA_PROBABLE
73.88,5.36,69.46,0.6307,2,FALLA_PROBABLE
57.24,8.57,69.01,0.6586,2,FALLA_PROBABLE
99.11,9.69,74.48,0.921,2,FALLA_PROBABLE
67.51,4.55,64.05,0.5569,1,PREVENTIVO
69.4,6.53,88.1,0.6958,2,FALLA_PROBABLE
56.24,6.87,64.08,0.5818,2,FALLA_PROBABLE
61.37,5.64,74.42,0.5903,2,FALLA_PROBABLE
59.16,5.17,80.78,0.5787,2,FALLA_PROBABLE
84.18,4.88,74.51,0.6778,2,FALLA_PROBABLE
98.43,8.47,69.01,0.8611,2,FALLA_PROBABLE
66.51,7.43,99.42,0.7412,2,FALLA_PROBABLE
94.03,5.53,88.66,0.7852,2,FALLA_PROBABLE
87.68,9.65,75.54,0.8652,2,FALLA_PROBABLE
88.43,7.5,62.35,0.7605,2,FALLA_PROBABLE
77.59,8.34,96.59,0.8213,2,FALLA_PROBABLE
55.96,4.5,60.09,0.4873,1,PREVENTIVO
71.89,5.44,84.0,0.6597,2,FALLA_PROBABLE
79.64,7.23,76.24,0.7418,2,FALLA_PROBABLE
55.71,7.16,94.07,0.6642,2,FALLA_PROBABLE
89.45,3.23,98.76,0.7071,2,FALLA_PROBABLE
60.4,9.88,83.13,0.7557,2,FALLA_PROBABLE
62.27,8.7,78.46,0.7121,2,FALLA_PROBABLE
83.53,8.62,71.22,0.7973,2,FALLA_PROBABLE
59.24,5.74,66.38,0.563,2,FALLA_PROBABLE
61.54,7.46,80.61,0.6704,2,FALLA_PROBABLE
97.57,9.94,89.33,0.9591,2,FALLA_PROBABLE
85.32,5.42,81.52,0.7201,2,FALLA_PROBABLE
88.46,7.46,93.26,0.8364,2,FALLA_PROBABLE
83.75,8.49,66.59,0.7825,2,FALLA_PROBABLE
61.4,3.02,93.81,0.5474,2,FALLA_PROBABLE
97.56,9.85,63.21,0.8907,2,FALLA_PROBABLE
56.34,4.59,91.32,0.5707,2,FALLA_PROBABLE
70.27,4.99,75.06,0.6137,1,PREVENTIVO
68.29,4.77,91.41,0.6368,2,FALLA_PROBABLE
87.52,7.97,89.85,0.8413,2,FALLA_PROBABLE
60.17,9.35,97.42,0.7716,2,FALLA_PROBABLE
97.19,5.36,62.58,0.73,2,FALLA_PROBABLE
68.35,7.06,74.21,0.6745,2,FALLA_PROBABLE
98.07,9.73,61.99,0.8858,2,FALLA_PROBABLE
83.27,9.28,99.2,0.8893,2,FALLA_PROBABLE
87.35,5.45,78.82,0.7246,2,FALLA_PROBABLE
98.82,5.97,96.7,0.8449,2,FALLA_PROBABLE
61.09,6.14,65.56,0.5844,2,FALLA_PROBABLE
66.44,5.89,63.71,0.5976,2,FALLA_PROBABLE
97.93,7.27,82.62,0.8507,2,FALLA_PROBABLE
97.32,4.83,62.27,0.7112,2,FALLA_PROBABLE
78.47,4.85,77.22,0.6551,2,FALLA_PROBABLE
68.37,3.29,93.44,0.5906,2,FALLA_PROBABLE
73.83,6.08,64.49,0.6431,2,FALLA_PROBABLE
57.67,6.0,66.7,0.5649,2,FALLA_PROBABLE
71.34,5.35,96.32,0.6847,2,FALLA_PROBABLE
64.1,7.61,67.53,0.6556,2,FALLA_PROBABLE
88.44,6.15,67.46,0.7261,2,FALLA_PROBABLE
63.4,3.2,83.04,0.5365,1,PREVENTIVO
68.46,3.48,74.8,0.5513,1,PREVENTIVO
85.55,3.67,69.89,0.6311,2,FALLA_PROBABLE
99.0,7.3,74.04,0.8356,2,FALLA_PROBABLE
79.72,6.88,82.15,0.7448,2,FALLA_PROBABLE
75.05,7.29,68.45,0.7017,2,FALLA_PROBABLE
93.15,8.2,84.74,0.8646,2,FALLA_PROBABLE
95.67,3.18,96.69,0.7315,2,FALLA_PROBABLE
89.35,9.66,66.55,0.8513,2,FALLA_PROBABLE
81.33,7.56,99.02,0.8189,2,FALLA_PROBABLE
74.53,3.76,92.49,0.6356,2,FALLA_PROBABLE
90.16,9.6,71.4,0.8652,2,FALLA_PROBABLE
67.5,5.86,97.7,0.6869,2,FALLA_PROBABLE
76.58,4.82,82.2,0.657,2,FALLA_PROBABLE
71.0,4.19,95.96,0.6415,2,FALLA_PROBABLE
79.98,9.45,62.32,0.7865,2,FALLA_PROBABLE
85.62,7.54,99.95,0.8419,2,FALLA_PROBABLE
97.42,4.73,99.37,0.8012,2,FALLA_PROBABLE
98.42,7.06,66.21,0.8048,2,FALLA_PROBABLE
76.08,3.11,83.2,0.5973,2,FALLA_PROBABLE
94.79,6.6,64.79,0.767,2,FALLA_PROBABLE
61.49,5.41,73.4,0.5803,2,FALLA_PROBABLE
92.47,4.76,81.15,0.7317,2,FALLA_PROBABLE
93.62,5.26,73.34,0.7355,2,FALLA_PROBABLE
55.5,4.3,97.02,0.5706,2,FALLA_PROBABLE
94.11,6.79,76.38,0.7991,2,FALLA_PROBABLE
92.48,3.82,90.5,0.7225,2,FALLA_PROBABLE
60.5,8.87,91.67,0.7423,2,FALLA_PROBABLE
78.81,8.45,67.43,0.7585,2,FALLA_PROBABLE
93.53,8.67,90.85,0.8981,2,FALLA_PROBABLE
94.68,8.95,73.55,0.8706,2,FALLA_PROBABLE
55.68,6.03,68.77,0.5614,2,FALLA_PROBABLE
55.67,7.7,69.0,0.6202,2,FALLA_PROBABLE
57.39,6.93,81.09,0.6324,2,FALLA_PROBABLE
55.84,8.16,85.49,0.6786,2,FALLA_PROBABLE
75.88,5.81,65.69,0.6471,2,FALLA_PROBABLE
85.99,3.46,94.6,0.6874,2,FALLA_PROBABLE
60.54,3.12,60.51,0.4632,1,PREVENTIVO
77.03,3.71,78.33,0.6109,2,FALLA_PROBABLE
82.08,9.85,71.73,0.8344,2,FALLA_PROBABLE
96.01,5.15,97.45,0.8038,2,FALLA_PROBABLE
67.48,8.95,83.64,0.7597,2,FALLA_PROBABLE
99.48,3.81,72.38,0.7118,2,FALLA_PROBABLE
77.94,8.59,78.83,0.7874,2,FALLA_PROBABLE
79.85,5.14,64.66,0.6407,2,FALLA_PROBABLE
86.13,7.44,89.8,0.8154,2,FALLA_PROBABLE
71.77,6.47,84.33,0.696,2,FALLA_PROBABLE
81.98,6.23,66.54,0.6944,2,FALLA_PROBABLE
71.97,8.16,69.06,0.718,2,FALLA_PROBABLE
87.22,4.53,98.53,0.7409,2,FALLA_PROBABLE
97.65,6.42,61.72,0.7673,2,FALLA_PROBABLE
85.44,7.44,63.15,0.7456,2,FALLA_PROBABLE
85.0,3.28,76.36,0.6308,2,FALLA_PROBABLE
89.42,7.78,99.03,0.867,2,FALLA_PROBABLE
96.58,4.86,87.41,0.7715,2,FALLA_PROBABLE
68.87,3.15,77.93,0.5493,1,PREVENTIVO
78.33,8.99,66.01,0.7714,2,FALLA_PROBABLE
80.98,6.55,75.39,0.7226,2,FALLA_PROBABLE
86.28,3.6,85.32,0.6708,2,FALLA_PROBABLE
74.42,9.53,92.41,0.8366,2,FALLA_PROBABLE
83.23,7.08,78.83,0.7611,2,FALLA_PROBABLE
55.33,7.76,67.44,0.6171,2,FALLA_PROBABLE
65.7,8.25,77.66,0.7112,2,FALLA_PROBABLE
87.8,4.51,69.98,0.6716,2,FALLA_PROBABLE
57.04,4.52,63.01,0.5011,1,PREVENTIVO
99.79,4.35,63.0,0.7087,2,FALLA_PROBABLE
70.5,7.72,88.63,0.7442,2,FALLA_PROBABLE
91.22,8.25,65.72,0.809,2,FALLA_PROBABLE
60.6,3.76,99.95,0.5845,2,FALLA_PROBABLE
75.76,9.48,66.82,0.7775,2,FALLA_PROBABLE
75.04,4.79,81.55,0.6466,2,FALLA_PROBABLE
94.86,8.25,89.32,0.8864,2,FALLA_PROBABLE
69.04,4.96,98.57,0.6654,2,FALLA_PROBABLE
96.93,8.55,76.7,0.8758,2,FALLA_PROBABLE
68.74,9.32,99.59,0.8188,2,FALLA_PROBABLE
57.89,3.68,75.86,0.508,1,PREVENTIVO
79.02,7.15,76.18,0.7357,2,FALLA_PROBABLE
65.41,7.46,60.75,0.64,2,FALLA_PROBABLE
79.54,7.53,95.52,0.8001,2,FALLA_PROBABLE
67.08,6.84,61.81,0.6294,2,FALLA_PROBABLE
68.42,7.68,78.96,0.7081,2,FALLA_PROBABLE
88.11,9.23,76.18,0.8541,2,FALLA_PROBABLE
95.59,3.07,81.18,0.6883,2,FALLA_PROBABLE
57.13,7.74,97.76,0.7011,2,FALLA_PROBABLE
95.37,6.56,84.83,0.8184,2,FALLA_PROBABLE
88.8,7.7,71.25,0.7915,2,FALLA_PROBABLE
97.66,8.65,67.38,0.8593,2,FALLA_PROBABLE
78.71,4.19,62.62,0.5969,2,FALLA_PROBABLE
64.24,7.85,61.36,0.6492,2,FALLA_PROBABLE
97.27,6.82,68.7,0.7967,2,FALLA_PROBABLE
91.38,8.84,63.13,0.8242,2,FALLA_PROBABLE
80.38,7.83,80.65,0.7775,2,FALLA_PROBABLE
63.55,9.38,90.52,0.7722,2,FALLA_PROBABLE
81.53,4.41,89.78,0.6864,2,FALLA_PROBABLE
55.31,5.38,86.0,0.5797,2,FALLA_PROBABLE
55.15,9.29,80.99,0.7032,2,FALLA_PROBABLE
88.23,4.94,64.48,0.6753,2,FALLA_PROBABLE
58.64,5.0,76.5,0.5596,2,FALLA_PROBABLE
81.13,8.08,67.9,0.7581,2,FALLA_PROBABLE
86.07,5.85,92.4,0.7661,2,FALLA_PROBABLE
64.16,4.64,89.12,0.6059,2,FALLA_PROBABLE
84.2,9.22,66.45,0.8097,2,FALLA_PROBABLE
76.93,7.87,82.34,0.7659,2,FALLA_PROBABLE
80.12,5.55,95.92,0.7345,2,FALLA_PROBABLE
84.66,4.3,87.54,0.6926,2,FALLA_PROBABLE
79.07,3.24,67.0,0.5762,2,FALLA_PROBABLE
64.0,6.41,76.32,0.6351,2,FALLA_PROBABLE
84.32,4.71,72.44,0.6676,2,FALLA_PROBABLE
96.12,6.31,80.84,0.8038,2,FALLA_PROBABLE
73.16,4.08,79.72,0.608,1,PREVENTIVO
81.9,3.1,66.39,0.584,2,FALLA_PROBABLE
96.1,7.8,81.23,0.8566,2,FALLA_PROBABLE
58.19,5.37,61.21,0.5319,2,FALLA_PROBABLE
81.44,5.92,81.48,0.7182,2,FALLA_PROBABLE
62.81,6.58,69.73,0.6185,2,FALLA_PROBABLE
82.43,4.55,85.92,0.6862,2,FALLA_PROBABLE
69.8,7.44,68.93,0.6817,2,FALLA_PROBABLE
89.06,3.41,82.25,0.6701,2,FALLA_PROBABLE
61.99,9.72,67.35,0.7185,2,FALLA_PROBABLE
75.16,9.68,63.86,0.7744,2,FALLA_PROBABLE
74.16,5.44,83.74,0.6705,2,FALLA_PROBABLE
66.03,8.42,83.6,0.7338,2,FALLA_PROBABLE
87.81,4.7,98.66,0.7502,2,FALLA_PROBABLE
62.85,6.07,85.29,0.6399,2,FALLA_PROBABLE
91.64,5.9,94.39,0.8007,2,FALLA_PROBABLE
58.85,6.02,95.58,0.644,2,FALLA_PROBABLE
92.42,8.47,66.37,0.8244,2,FALLA_PROBABLE
99.7,8.72,75.55,0.8927,2,FALLA_PROBABLE
79.86,3.45,83.04,0.6277,2,FALLA_PROBABLE
72.36,3.26,63.39,0.5344,1,PREVENTIVO
86.67,3.54,66.02,0.6224,2,FALLA_PROBABLE
94.93,3.01,71.79,0.6594,2,FALLA_PROBABLE
59.73,9.89,94.56,0.7813,2,FALLA_PROBABLE
56.67,6.93,90.29,0.6517,2,FALLA_PROBABLE
60.77,6.84,72.3,0.624,2,FALLA_PROBABLE
69.84,4.3,92.65,0.6313,2,FALLA_PROBABLE
79.5,9.83,77.03,0.834,2,FALLA_PROBABLE
58.16,9.49,92.12,0.7531,2,FALLA_PROBABLE
60.85,6.16,98.75,0.6669,2,FALLA_PROBABLE
56.14,5.91,90.32,0.6134,2,FALLA_PROBABLE
82.5,7.55,73.27,0.76,2,FALLA_PROBABLE
57.98,4.68,82.29,0.5595,1,PREVENTIVO
93.69,3.34,74.39,0.6715,2,FALLA_PROBABLE
76.35,3.52,76.52,0.5963,2,FALLA_PROBABLE
79.7,7.51,98.32,0.8072,2,FALLA_PROBABLE
73.68,9.52,69.75,0.776,2,FALLA_PROBABLE
66.1,8.19,93.31,0.7504,2,FALLA_PROBABLE
73.74,3.6,94.43,0.6308,2,FALLA_PROBABLE
67.26,4.55,79.27,0.5937,1,PREVENTIVO
76.67,6.47,80.98,0.7123,2,FALLA_PROBABLE
80.33,7.82,71.06,0.7529,2,FALLA_PROBABLE
70.26,4.64,62.95,0.571,1,PREVENTIVO
98.78,9.5,80.52,0.9278,2,FALLA_PROBABLE
86.4,6.08,72.48,0.726,2,FALLA_PROBABLE
94.43,9.33,67.6,0.8676,2,FALLA_PROBABLE
82.88,9.93,61.5,0.8156,2,FALLA_PROBABLE
60.87,4.87,60.17,0.5252,1,PREVENTIVO
70.81,8.93,79.86,0.7663,2,FALLA_PROBABLE
57.8,3.84,79.18,0.5215,1,PREVENTIVO
78.27,7.32,91.58,0.7767,2,FALLA_PROBABLE
81.45,6.83,62.86,0.7033,2,FALLA_PROBABLE
72.91,3.76,60.13,0.5464,1,PREVENTIVO
65.54,8.05,68.33,0.6801,2,FALLA_PROBABLE
62.28,5.04,68.91,0.5602,2,FALLA_PROBABLE
90.65,9.95,89.05,0.9241,2,FALLA_PROBABLE
56.39,4.5,70.22,0.5149,1,PREVENTIVO
83.13,6.06,95.68,0.7669,2,FALLA_PROBABLE
79.7,3.07,89.25,0.629,2,FALLA_PROBABLE
69.35,9.01,60.61,0.7136,2,FALLA_PROBABLE
73.59,8.97,84.59,0.7935,2,FALLA_PROBABLE
81.71,9.43,60.12,0.7888,2,FALLA_PROBABLE
77.32,8.08,80.1,0.7696,2,FALLA_PROBABLE
83.11,4.45,63.2,0.6292,2,FALLA_PROBABLE
60.76,5.13,66.66,0.5499,2,FALLA_PROBABLE
76.19,5.57,71.64,0.655,2,FALLA_PROBABLE
71.15,3.3,95.49,0.61,2,FALLA_PROBABLE
73.16,6.14,74.6,0.6671,2,FALLA_PROBABLE
76.37,6.65,68.49,0.6858,2,FALLA_PROBABLE
61.68,3.5,60.43,0.4819,1,PREVENTIVO
95.8,6.47,89.93,0.8302,2,FALLA_PROBABLE
55.14,5.39,62.37,0.5202,2,FALLA_PROBABLE
95.01,9.94,79.15,0.9207,2,FALLA_PROBABLE
78.55,7.38,98.26,0.7967,2,FALLA_PROBABLE
67.77,3.36,76.19,0.5468,1,PREVENTIVO
90.05,8.22,97.12,0.8809,2,FALLA_PROBABLE
92.26,5.86,98.95,0.8137,2,FALLA_PROBABLE
85.33,3.47,73.71,0.6323,2,FALLA_PROBABLE
99.25,6.08,76.23,0.7998,2,FALLA_PROBABLE
91.2,4.15,71.67,0.6805,2,FALLA_PROBABLE
71.85,7.21,88.1,0.7317,2,FALLA_PROBABLE
59.11,3.59,68.52,0.4926,1,PREVENTIVO
89.16,9.27,92.68,0.902,2,FALLA_PROBABLE
94.01,9.83,73.13,0.8967,2,FALLA_PROBABLE
69.96,8.54,70.51,0.7251,2,FALLA_PROBABLE
90.34,5.69,67.62,0.72,2,FALLA_PROBABLE
89.87,4.26,60.86,0.6507,2,FALLA_PROBABLE
63.75,9.1,81.86,0.7418,2,FALLA_PROBABLE
91.58,5.17,88.18,0.7594,2,FALLA_PROBABLE
97.87,7.12,75.09,0.8262,2,FALLA_PROBABLE
57.26,7.93,94.2,0.6993,2,FALLA_PROBABLE
87.67,7.8,80.56,0.8127,2,FALLA_PROBABLE
89.1,6.62,61.45,0.7309,2,FALLA_PROBABLE
59.86,7.48,67.72,0.6303,2,FALLA_PROBABLE
99.15,9.56,81.06,0.9331,2,FALLA_PROBABLE
66.7,3.74,92.08,0.5945,2,FALLA_PROBABLE
72.57,9.35,95.19,0.8282,2,FALLA_PROBABLE
94.0,7.29,94.64,0.8616,2,FALLA_PROBABLE
62.12,8.2,84.29,0.7082,2,FALLA_PROBABLE
94.56,7.2,87.51,0.8438,2,FALLA_PROBABLE
68.24,9.61,62.81,0.7345,2,FALLA_PROBABLE
62.35,8.54,70.99,0.688,2,FALLA_PROBABLE
93.24,5.26,93.26,0.7836,2,FALLA_PROBABLE
82.3,7.18,96.79,0.8046,2,FALLA_PROBABLE
76.4,5.4,75.49,0.6597,2,FALLA_PROBABLE
93.34,8.29,79.4,0.8554,2,FALLA_PROBABLE
97.23,3.4,85.63,0.7193,2,FALLA_PROBABLE
97.35,5.44,94.54,0.8135,2,FALLA_PROBABLE
98.88,6.09,62.95,0.7651,2,FALLA_PROBABLE
85.65,3.76,91.5,0.6887,2,FALLA_PROBABLE
67.82,4.65,79.43,0.6005,1,PREVENTIVO
76.75,5.66,79.46,0.6804,2,FALLA_PROBABLE
71.26,7.06,87.73,0.7227,2,FALLA_PROBABLE
64.08,3.9,98.09,0.6021,2,FALLA_PROBABLE
67.21,7.21,79.18,0.6864,2,FALLA_PROBABLE
76.06,7.13,78.87,0.7268,2,FALLA_PROBABLE
69.78,6.16,99.27,0.7127,2,FALLA_PROBABLE
91.41,3.21,84.19,0.6799,2,FALLA_PROBABLE
70.05,7.69,96.9,0.7617,2,FALLA_PROBABLE
79.21,7.37,87.51,0.7729,2,FALLA_PROBABLE
95.6,4.42,97.03,0.7754,2,FALLA_PROBABLE
78.77,5.64,83.52,0.7001,2,FALLA_PROBABLE
73.17,4.95,64.84,0.6013,1,PREVENTIVO
85.38,5.71,70.78,0.7036,2,FALLA_PROBABLE
79.57,5.99,80.25,0.7079,2,FALLA_PROBABLE
99.56,5.74,94.86,0.8357,2,FALLA_PROBABLE
78.37,6.35,76.96,0.7066,2,FALLA_PROBABLE
